model;year;price;transmission;mileage;fuelType;tax;mpg;engineSize;brand
 C-MAX;2016;10298;Manual;9627;Petrol;30;55.4;1.0;ford
 Kuga;2018;16995;Manual;32858;Diesel;145;54.3;2.0;ford
 EcoSport;2017;10099;Manual;10778;Diesel;30;64.2;1.5;ford
 Mondeo;2015;10995;Manual;66509;Diesel;125;58.9;2.0;ford
 Focus;2017;10495;Manual;13000;Petrol;20;61.4;1.0;ford
 Fiesta;2017;10000;Manual;10633;Petrol;150;65.7;1.0;ford
 Fiesta;2018;12250;Manual;11350;Petrol;145;58.9;1.0;ford
 Mondeo;2015;9799;Manual;48484;Diesel;30;65.7;2.0;ford
 Fiesta;2017;11495;Manual;6195;Petrol;145;65.7;1.0;ford
 Kuga;2015;12998;Manual;16365;Diesel;125;60.1;2.0;ford
 C-MAX;2016;7991;Manual;50550;Petrol;165;44.1;1.6;ford
 Focus;2020;19995;Manual;403;Petrol;150;60.1;1.0;ford
 Fiesta;2017;8500;Manual;23693;Petrol;145;65.7;1.0;ford
 Focus;2014;7599;Manual;54672;Diesel;20;67.3;1.6;ford
 Mondeo;2015;10490;Automatic;54000;Diesel;125;58.9;2.0;ford
 Fiesta;2014;6995;Manual;21793;Petrol;0;65.7;1.0;ford
 Focus;2019;16600;Manual;5283;Diesel;145;80.7;1.5;ford
 Fiesta;2017;10380;Manual;24583;Petrol;145;65.7;1.0;ford
 Focus;2017;9950;Manual;36590;Petrol;20;61.4;1.0;ford
 Mondeo;2018;14979;Manual;25199;Petrol;145;48.7;1.5;ford
 Mondeo;2015;7792;Manual;100000;Diesel;20;68.9;2.0;ford
 S-MAX;2014;12000;Manual;63694;Diesel;145;54.3;1.6;ford
 Focus;2019;14925;Manual;12987;Petrol;150;58.9;1.0;ford
 Fiesta;2014;7995;Manual;18391;Petrol;0;65.7;1.0;ford
 Focus;2019;16000;Manual;7071;Petrol;150;60.1;1.0;ford
 Ka+;2018;9691;Manual;11881;Petrol;145;43.5;1.2;ford
 Kuga;2017;13997;Manual;28930;Diesel;30;64.2;1.5;ford
 Kuga;2017;15850;Automatic;25410;Diesel;145;54.3;2.0;ford
 EcoSport;2017;10000;Manual;24500;Petrol;150;53.3;1.0;ford
 Fiesta;2017;10000;Manual;10832;Petrol;0;65.7;1.0;ford
 C-MAX;2017;9200;Manual;68313;Diesel;20;68.9;1.5;ford
 Focus;2015;9500;Manual;32245;Petrol;20;60.1;1.0;ford
 Fiesta;2017;8495;Manual;19033;Petrol;145;64.2;1.1;ford
 Focus;2017;17495;Manual;15437;Petrol;200;41.5;2.0;ford
 Mondeo;2016;8899;Manual;94689;Diesel;30;62.8;2.0;ford
 Edge;2018;24800;Manual;8970;Diesel;150;47.9;2.0;ford
 Kuga;2018;15999;Semi-Auto;20391;Diesel;150;58.9;1.5;ford
 Ka+;2018;7700;Manual;24194;Petrol;150;57.7;1.2;ford
 Kuga;2017;16989;Manual;14422;Petrol;160;45.6;1.5;ford
 Fiesta;2016;10489;Manual;31713;Petrol;145;47.9;1.6;ford
 Fiesta;2016;8900;Manual;46894;Diesel;0;78.5;1.5;ford
 Grand C-MAX;2018;13800;Manual;13768;Petrol;145;47.1;1.0;ford
 Fiesta;2018;9900;Manual;36800;Petrol;145;56.5;1.0;ford
 Focus;2019;17498;Automatic;13743;Petrol;150;51.4;1.0;ford
 Fiesta;2019;14000;Manual;3532;Petrol;145;56.5;1.0;ford
 Focus;2019;15497;Manual;12378;Petrol;145;60.1;1.0;ford
 S-MAX;2017;16998;Semi-Auto;35940;Diesel;145;52.3;2.0;ford
 Focus;2017;10990;Manual;9667;Petrol;145;61.4;1.0;ford
 Fiesta;2018;10999;Manual;21236;Petrol;145;62.8;1.0;ford
 B-MAX;2013;5000;Manual;53161;Petrol;150;47.1;1.4;ford
 Fiesta;2018;9890;Manual;44190;Petrol;145;56.5;1.0;ford
 Focus;2016;22992;Manual;17515;Petrol;235;36.7;2.3;ford
 Fiesta;2016;6995;Manual;11969;Petrol;125;54.3;1.2;ford
 Grand C-MAX;2016;11499;Automatic;19135;Diesel;125;56.5;2.0;ford
 Fiesta;2016;8995;Manual;33840;Petrol;20;62.8;1.0;ford
 Kuga;2017;15495;Manual;20495;Diesel;150;60.1;2.0;ford
 Focus;2017;11202;Manual;26500;Petrol;150;60.1;1.0;ford
 Fiesta;2019;17490;Manual;5079;Petrol;150;40.3;1.5;ford
 Edge;2016;17750;Manual;24984;Diesel;160;48.7;2.0;ford
 Kuga;2017;16498;Semi-Auto;15365;Diesel;150;54.3;2.0;ford
 Fiesta;2018;11995;Automatic;20000;Petrol;145;48.7;1.0;ford
 Fiesta;2018;12495;Manual;16257;Petrol;145;62.8;1.0;ford
 Fiesta;2018;10999;Manual;20498;Petrol;145;56.5;1.0;ford
 Fiesta;2018;8999;Manual;32496;Petrol;145;64.2;1.1;ford
 Fiesta;2016;8500;Manual;25100;Petrol;0;65.7;1.0;ford
 Ka+;2018;6990;Manual;15472;Petrol;145;57.7;1.2;ford
 EcoSport;2017;9480;Manual;15258;Diesel;30;64.2;1.5;ford
 Focus;2017;13195;Manual;13000;Petrol;20;60.1;1.0;ford
 Fiesta;2019;15495;Manual;2100;Petrol;145;62.8;1.0;ford
 Kuga;2017;14298;Manual;50736;Diesel;150;54.3;2.0;ford
 EcoSport;2020;19000;Manual;10;Petrol;145;52.3;1.0;ford
 B-MAX;2016;7375;Manual;30363;Petrol;145;47.1;1.4;ford
 Fiesta;2018;10700;Manual;32930;Petrol;145;65.7;1.0;ford
 Fiesta;2018;9400;Manual;10584;Petrol;145;64.2;1.1;ford
 EcoSport;2015;9000;Manual;27183;Petrol;125;53.3;1.0;ford
 Focus;2018;12000;Manual;18952;Diesel;145;74.3;1.5;ford
 Fiesta;2017;9770;Manual;23653;Petrol;0;65.7;1.0;ford
 Fiesta;2019;14995;Manual;15;Petrol;145;58.9;1.0;ford
 Fiesta;2018;11500;Manual;14310;Petrol;150;65.7;1.0;ford
 Fiesta;2020;16490;Manual;2873;Petrol;145;58.9;1.0;ford
 Fiesta;2015;9250;Manual;13437;Petrol;0;65.7;1.0;ford
 Fiesta;2016;8491;Manual;40513;Petrol;20;62.8;1.0;ford
 Focus;2019;14698;Manual;10812;Diesel;150;80.7;1.5;ford
 Focus;2018;28975;Manual;14171;Petrol;145;36.7;2.3;ford
 Kuga;2018;16795;Manual;19211;Diesel;145;64.2;1.5;ford
 Focus;2015;7499;Manual;59020;Diesel;20;67.3;1.6;ford
 Focus;2017;10995;Semi-Auto;27328;Petrol;125;51.4;1.0;ford
 Focus;2017;9695;Manual;35483;Petrol;20;60.1;1.0;ford
 EcoSport;2017;10497;Manual;13910;Petrol;145;53.3;1.0;ford
 Fiesta;2017;8400;Manual;15637;Petrol;145;54.3;1.2;ford
 B-MAX;2017;9400;Manual;17540;Petrol;145;55.4;1.0;ford
 Kuga;2017;16999;Manual;24242;Diesel;150;54.3;2.0;ford
 Fiesta;2014;6499;Manual;52000;Petrol;0;65.7;1.0;ford
 Focus;2019;15490;Manual;7885;Diesel;145;74.3;1.5;ford
 Fiesta;2016;7499;Manual;4189;Petrol;125;54.3;1.2;ford
 Fiesta;2013;7568;Manual;17490;Diesel;0;78.5;1.6;ford
 Fiesta;2016;9643;Manual;29842;Petrol;0;65.7;1.0;ford
 Focus;2017;10900;Manual;25459;Petrol;145;60.1;1.0;ford
 EcoSport;2018;13995;Automatic;6000;Petrol;145;48.7;1.0;ford
 S-MAX;2015;16990;Automatic;38000;Petrol;260;35.8;2.0;ford
 EcoSport;2017;10300;Manual;20833;Petrol;145;52.3;1.0;ford
 Kuga;2018;18995;Manual;7624;Diesel;145;54.3;1.5;ford
 Mondeo;2016;7490;Manual;80085;Diesel;0;78.5;1.5;ford
 Fiesta;2018;9795;Manual;10267;Petrol;150;64.2;1.1;ford
 Fiesta;2018;11699;Manual;18337;Petrol;145;65.7;1.0;ford
 Focus;2018;13690;Manual;16286;Diesel;150;80.7;1.5;ford
 Puma;2019;21200;Manual;10;Petrol;150;50.4;1.0;ford
 Kuga;2018;16498;Manual;15645;Diesel;145;64.2;1.5;ford
 Fiesta;2019;13999;Manual;2818;Petrol;145;58.9;1.0;ford
 Kuga;2017;12998;Manual;40758;Diesel;125;60.1;2.0;ford
 Focus;2017;19980;Manual;10918;Petrol;145;41.5;2.0;ford
 Tourneo Custom;2019;25495;Manual;10750;Diesel;145;32.5;2.0;ford
 Focus;2019;18000;Automatic;5770;Diesel;145;64.2;2.0;ford
 Ka+;2019;12350;Manual;451;Petrol;145;47.9;1.2;ford
 Kuga;2017;14770;Manual;19277;Petrol;160;45.6;1.5;ford
 Fiesta;2009;4995;Manual;50000;Petrol;145;47.9;1.6;ford
 Tourneo Custom;2018;21948;Automatic;26909;Diesel;145;31.7;2.0;ford
 Galaxy;2018;24499;Automatic;8339;Diesel;145;52.3;2.0;ford
 Kuga;2018;17600;Manual;7602;Diesel;145;64.2;1.5;ford
 Fiesta;2017;7990;Manual;11240;Petrol;150;54.3;1.2;ford
 Fiesta;2014;7200;Manual;23594;Petrol;0;65.7;1.0;ford
 Focus;2016;9797;Manual;25286;Diesel;0;74.3;1.5;ford
 Grand C-MAX;2017;10200;Manual;32058;Diesel;30;64.2;1.5;ford
 Fiesta;2018;9560;Manual;17319;Petrol;145;64.2;1.1;ford
 Fiesta;2017;7714;Manual;24000;Petrol;0;65.7;1.0;ford
 Ka+;2018;8000;Manual;11296;Petrol;145;57.7;1.2;ford
 S-MAX;2017;21000;Semi-Auto;28167;Diesel;160;51.4;2.0;ford
 C-MAX;2017;9980;Manual;70860;Petrol;30;55.4;1.0;ford
 EcoSport;2019;16000;Semi-Auto;4243;Petrol;150;45.6;1.0;ford
 Mondeo;2012;6250;Manual;74099;Diesel;150;53.3;2.0;ford
 Fiesta;2014;8995;Semi-Auto;21871;Petrol;145;47.9;1.6;ford
 Focus;2019;14449;Manual;9885;Diesel;145;80.7;1.5;ford
 Fiesta;2013;6990;Manual;39213;Petrol;0;65.7;1.0;ford
 C-MAX;2016;9995;Manual;31888;Diesel;20;68.9;1.5;ford
 Focus;2018;18000;Manual;5000;Petrol;145;58.9;1.0;ford
 Fiesta;2018;9750;Manual;14603;Petrol;150;64.2;1.1;ford
 Fiesta;2017;10000;Manual;11720;Petrol;145;65.7;1.0;ford
 Focus;2016;22390;Manual;28794;Petrol;235;36.7;2.3;ford
 C-MAX;2015;7940;Manual;41452;Petrol;160;44.1;1.6;ford
 Mondeo;2015;6793;Manual;130000;Diesel;20;68.9;2.0;ford
 Ka+;2018;7950;Manual;13192;Petrol;145;54.3;1.2;ford
 C-MAX;2016;10998;Manual;27639;Petrol;30;55.4;1.0;ford
 Focus;2012;5299;Manual;69000;Petrol;145;47.9;1.6;ford
 Focus;2016;9299;Manual;26805;Diesel;0;74.3;1.5;ford
 Fiesta;2020;15499;Semi-Auto;2056;Petrol;145;48.7;1.0;ford
 Mondeo;2016;9998;Manual;38358;Diesel;0;78.5;1.5;ford
 Focus;2017;11291;Manual;17904;Diesel;0;74.3;1.5;ford
 Fiesta;2017;11110;Manual;24480;Petrol;145;47.9;1.6;ford
 Fiesta;2019;11185;Manual;20707;Diesel;150;55.4;1.5;ford
 Fiesta;2014;7250;Manual;45000;Petrol;0;65.7;1.0;ford
 Fiesta;2018;10990;Manual;3331;Petrol;145;65.7;1.0;ford
 Grand C-MAX;2016;11690;Automatic;13325;Diesel;30;58.9;1.5;ford
 Focus;2016;9699;Manual;13480;Petrol;20;60.1;1.0;ford
 Fiesta;2013;7995;Manual;45187;Petrol;0;65.7;1.0;ford
 Focus;2018;11950;Manual;15654;Diesel;145;74.3;1.5;ford
 Focus;2018;13797;Manual;15230;Petrol;145;57.7;1.0;ford
 Fiesta;2016;9695;Manual;25146;Petrol;0;65.7;1.0;ford
 Kuga;2015;10500;Manual;20701;Petrol;165;45.6;1.5;ford
 Fiesta;2018;10999;Manual;12500;Petrol;145;65.7;1.0;ford
 Galaxy;2018;19000;Semi-Auto;32340;Diesel;150;52.3;2.0;ford
 Galaxy;2014;11950;Manual;44314;Diesel;150;49.6;2.0;ford
 Fiesta;2015;9999;Manual;29469;Petrol;145;47.9;1.6;ford
 Fiesta;2017;8240;Manual;4249;Petrol;145;54.3;1.2;ford
 Fiesta;2018;10190;Manual;28842;Petrol;145;56.5;1.0;ford
 Fiesta;2013;6380;Manual;56725;Petrol;0;65.7;1.0;ford
 EcoSport;2018;15490;Manual;10000;Petrol;145;54.3;1.0;ford
 Fiesta;2018;10068;Manual;29907;Petrol;145;65.7;1.0;ford
 Fiesta;2017;9998;Manual;28519;Petrol;20;62.8;1.0;ford
 Fiesta;2017;10498;Manual;19130;Petrol;150;65.7;1.0;ford
 Focus;2016;14998;Manual;9054;Diesel;20;67.3;2.0;ford
 Fiesta;2014;5999;Manual;59526;Petrol;0;65.7;1.0;ford
 Focus;2017;10250;Manual;28825;Petrol;150;60.1;1.0;ford
 Focus;2017;12499;Manual;11830;Petrol;145;57.7;1.0;ford
 Focus;2017;11991;Semi-Auto;8805;Petrol;145;51.4;1.0;ford
 Fiesta;2018;10700;Manual;29100;Petrol;150;65.7;1.0;ford
 Kuga;2017;16507;Manual;21184;Diesel;145;54.3;2.0;ford
 Focus;2017;12120;Manual;16853;Petrol;145;57.7;1.0;ford
 EcoSport;2018;13500;Manual;12065;Petrol;145;54.3;1.0;ford
 Kuga;2014;8500;Manual;72000;Diesel;145;53.3;2.0;ford
 B-MAX;2015;7600;Semi-Auto;27439;Petrol;165;44.1;1.6;ford
 Fiesta;2019;14040;Manual;4039;Petrol;145;56.5;1.0;ford
 Fiesta;2017;7991;Manual;21790;Petrol;0;65.7;1.0;ford
 Fiesta;2016;8698;Manual;38830;Petrol;0;65.7;1.0;ford
 EcoSport;2019;16999;Semi-Auto;11538;Petrol;150;45.6;1.0;ford
 Fiesta;2017;8500;Manual;17975;Petrol;0;65.7;1.0;ford
 Focus;2017;12360;Manual;15311;Diesel;145;74.3;1.5;ford
 Fiesta;2017;11495;Manual;14964;Petrol;20;62.8;1.0;ford
 Fiesta;2019;13200;Manual;2803;Petrol;145;58.9;1.0;ford
 Mondeo;2015;11599;Manual;24229;Petrol;145;48.7;1.5;ford
 Fiesta;2011;5150;Manual;67120;Petrol;150;48.7;1.6;ford
 Fiesta;2018;10995;Manual;10198;Petrol;150;65.7;1.0;ford
 EcoSport;2018;13500;Manual;10654;Petrol;145;54.3;1.0;ford
 Fiesta;2019;11000;Manual;3617;Petrol;150;55.4;1.1;ford
 Focus;2017;12798;Manual;18632;Diesel;145;74.3;1.5;ford
 EcoSport;2019;19000;Automatic;15;Petrol;145;45.6;1.0;ford
 Focus;2018;11990;Manual;23915;Petrol;150;60.1;1.0;ford
 Focus;2019;19998;Automatic;6879;Diesel;145;51.4;2.0;ford
 Focus;2019;14540;Manual;7620;Petrol;145;60.1;1.0;ford
 Fiesta;2018;10995;Manual;11840;Petrol;145;58.9;1.0;ford
 Fiesta;2018;9450;Manual;11625;Petrol;145;65.7;1.0;ford
 Fiesta;2017;8750;Manual;19000;Petrol;125;54.3;1.2;ford
 Fiesta;2019;14000;Manual;1384;Petrol;145;48.7;1.1;ford
 Tourneo Connect;2019;18500;Automatic;5659;Diesel;145;44.1;1.5;ford
 C-MAX;2017;11499;Manual;16470;Petrol;30;55.4;1.0;ford
 Fiesta;2014;6761;Manual;44981;Petrol;0;65.7;1.0;ford
 KA;2014;5698;Manual;13294;Petrol;30;57.7;1.2;ford
 Fiesta;2017;11498;Manual;12999;Petrol;0;65.7;1.0;ford
 Mondeo;2016;15393;Automatic;10969;Petrol;235;38.2;2.0;ford
 Focus;2014;6998;Manual;68650;Diesel;20;67.3;1.6;ford
 Focus;2017;12295;Manual;14750;Petrol;145;60.1;1.0;ford
 Kuga;2015;10720;Manual;53362;Diesel;125;60.1;2.0;ford
 Mustang;2019;36799;Semi-Auto;10810;Petrol;145;22.1;5.0;ford
 Kuga;2016;11290;Manual;36088;Petrol;160;45.6;1.5;ford
 Focus;2015;7600;Manual;43919;Petrol;20;61.4;1.0;ford
 Mondeo;2020;20000;Manual;10;Diesel;145;65.7;2.0;ford
 Fiesta;2017;10500;Manual;3500;Petrol;145;64.2;1.1;ford
 Fiesta;2017;7991;Manual;25316;Petrol;145;54.3;1.2;ford
 Focus;2016;12698;Manual;7906;Diesel;0;74.3;1.5;ford
 C-MAX;2017;8295;Manual;62988;Diesel;20;68.9;1.5;ford
 Fiesta;2016;10333;Manual;15800;Petrol;20;62.8;1.0;ford
 Kuga;2015;9895;Manual;49449;Diesel;125;60.1;2.0;ford
 Fiesta;2018;13830;Semi-Auto;12963;Petrol;150;54.3;1.0;ford
 Fiesta;2017;7995;Manual;58535;Diesel;0;78.5;1.5;ford
 Fiesta;2016;7295;Manual;25846;Petrol;125;54.3;1.2;ford
 Kuga;2017;16500;Semi-Auto;8666;Diesel;145;58.9;1.5;ford
 Focus;2018;17182;Manual;15672;Petrol;145;41.5;2.0;ford
 Focus;2016;10695;Manual;20408;Petrol;20;60.1;1.0;ford
 KA;2014;3595;Manual;53332;Petrol;30;57.7;1.2;ford
 Fiesta;2017;9789;Semi-Auto;21899;Petrol;0;57.7;1.0;ford
 Fiesta;2017;8795;Manual;24000;Petrol;0;65.7;1.0;ford
 EcoSport;2015;8998;Manual;6546;Petrol;125;53.3;1.0;ford
 Fiesta;2015;6695;Manual;38000;Petrol;125;54.3;1.2;ford
 Tourneo Connect;2016;12360;Manual;31307;Diesel;30;64.2;1.5;ford
 Focus;2017;11795;Manual;30564;Petrol;145;58.9;1.0;ford
 Focus;2018;11800;Manual;21831;Diesel;145;74.3;1.5;ford
 Kuga;2017;15990;Manual;21734;Diesel;145;60.1;2.0;ford
 Fiesta;2014;6498;Manual;21284;Petrol;30;54.3;1.2;ford
 EcoSport;2018;15997;Semi-Auto;4385;Petrol;145;48.7;1.0;ford
 Focus;2018;10300;Manual;45773;Petrol;145;57.7;1.0;ford
 Fiesta;2017;8000;Manual;13369;Petrol;125;54.3;1.2;ford
 B-MAX;2018;10550;Manual;4723;Petrol;145;55.4;1.0;ford
 Mondeo;2016;11998;Manual;29964;Diesel;30;65.7;2.0;ford
 Focus;2017;9999;Manual;20613;Petrol;145;60.1;1.0;ford
 Focus;2015;9200;Manual;32000;Petrol;20;60.1;1.0;ford
 Fiesta;2016;10499;Manual;32742;Petrol;145;47.9;1.6;ford
 Kuga;2019;23190;Semi-Auto;5099;Diesel;145;38.7;2.0;ford
 C-MAX;2017;12995;Manual;21522;Diesel;30;64.2;2.0;ford
 Focus;2012;5379;Manual;71963;Petrol;145;47.9;1.6;ford
 Fiesta;2017;8000;Manual;19841;Petrol;145;65.7;1.0;ford
 Focus;2017;11998;Manual;18123;Diesel;0;74.3;1.5;ford
 Fiesta;2013;4698;Manual;69315;Petrol;30;54.3;1.2;ford
 Fiesta;2015;8698;Manual;21672;Petrol;0;65.7;1.0;ford
 Kuga;2019;18995;Semi-Auto;4274;Diesel;145;37.2;2.0;ford
 Kuga;2018;17520;Manual;6466;Petrol;145;45.6;1.5;ford
 Kuga;2017;17000;Manual;15962;Diesel;30;54.3;2.0;ford
 Focus;2015;7650;Manual;51205;Diesel;20;67.3;1.6;ford
 S-MAX;2016;17000;Semi-Auto;23012;Diesel;125;52.3;2.0;ford
 Kuga;2017;14999;Manual;17651;Diesel;125;60.1;2.0;ford
 Kuga;2018;17998;Manual;13734;Petrol;145;39.2;1.5;ford
 Ka+;2018;8800;Manual;13220;Petrol;145;57.7;1.2;ford
 Fiesta;2016;7300;Manual;15700;Petrol;125;54.3;1.2;ford
 EcoSport;2019;17900;Semi-Auto;2565;Petrol;145;45.6;1.0;ford
 Fiesta;2019;15910;Manual;5752;Petrol;145;58.9;1.0;ford
 Kuga;2015;12499;Manual;52748;Diesel;145;54.3;2.0;ford
 Focus;2019;17199;Manual;4928;Diesel;145;74.3;1.5;ford
 Focus;2018;13500;Manual;21825;Diesel;145;74.3;1.5;ford
 Mondeo;2016;8695;Manual;69778;Diesel;0;74.3;1.5;ford
 Kuga;2016;11599;Manual;27004;Diesel;125;60.1;2.0;ford
 Fiesta;2018;11600;Manual;26119;Petrol;150;62.8;1.0;ford
 EcoSport;2020;20790;Manual;22;Petrol;145;53.3;1.0;ford
 Fiesta;2017;10200;Manual;9900;Petrol;145;65.7;1.0;ford
 Focus;2017;16995;Manual;27000;Petrol;145;41.5;2.0;ford
 Kuga;2019;16499;Manual;10870;Diesel;145;38.2;2.0;ford
 Fiesta;2016;9500;Automatic;7350;Petrol;0;57.7;1.0;ford
 Kuga;2017;14999;Manual;20000;Diesel;145;60.1;2.0;ford
 EcoSport;2017;9199;Manual;18895;Petrol;145;53.3;1.0;ford
 Fiesta;2014;6998;Manual;33393;Diesel;0;76.4;1.5;ford
 Fiesta;2017;10295;Manual;9600;Petrol;0;65.7;1.0;ford
 Fiesta;2011;4295;Manual;86451;Petrol;145;48.7;1.4;ford
 Focus;2016;10390;Manual;31589;Diesel;0;74.3;1.5;ford
 Fiesta;2019;11798;Manual;13783;Petrol;145;58.9;1.0;ford
 Focus;2019;15998;Manual;10386;Petrol;145;49.6;1.0;ford
 KA;2016;6995;Manual;21466;Petrol;145;57.7;1.2;ford
 EcoSport;2019;14695;Manual;9316;Petrol;145;53.3;1.0;ford
 C-MAX;2017;11498;Manual;11005;Petrol;150;44.1;1.6;ford
 Focus;2017;10700;Manual;31386;Petrol;150;60.1;1.0;ford
 Fiesta;2018;11389;Manual;9343;Petrol;145;65.7;1.0;ford
 Fiesta;2016;8600;Manual;15250;Petrol;0;65.7;1.0;ford
 Kuga;2018;18498;Manual;8924;Diesel;145;60.1;2.0;ford
 Kuga;2016;11900;Manual;45000;Diesel;125;60.1;2.0;ford
 Ka+;2018;7995;Manual;14459;Petrol;150;47.9;1.2;ford
 Focus;2017;12499;Manual;52492;Petrol;145;50.4;1.5;ford
 Fiesta;2018;8491;Manual;25087;Petrol;150;64.2;1.1;ford
 Galaxy;2016;16798;Manual;19406;Diesel;125;56.5;2.0;ford
 Kuga;2018;16390;Manual;11807;Diesel;150;60.1;2.0;ford
 Focus;2019;15980;Manual;7500;Petrol;145;60.1;1.0;ford
 Edge;2018;23000;Automatic;13649;Diesel;150;47.9;2.0;ford
 EcoSport;2018;11298;Manual;10421;Petrol;150;52.3;1.0;ford
 EcoSport;2017;9989;Manual;27240;Petrol;145;53.3;1.0;ford
 Fiesta;2016;8105;Manual;32268;Petrol;0;65.7;1.0;ford
 KA;2012;5495;Manual;57000;Petrol;30;57.7;1.2;ford
 EcoSport;2017;8500;Manual;27400;Petrol;150;53.3;1.0;ford
 Fiesta;2016;8489;Manual;25320;Petrol;125;54.3;1.2;ford
 EcoSport;2017;11499;Semi-Auto;12837;Petrol;160;44.8;1.5;ford
 B-MAX;2016;10980;Manual;27125;Petrol;30;57.7;1.0;ford
 Grand C-MAX;2015;9499;Manual;58199;Diesel;30;64.2;1.5;ford
 Focus;2017;10900;Manual;35261;Diesel;145;74.3;1.5;ford
 Fiesta;2019;13020;Manual;3652;Petrol;145;48.7;1.1;ford
 Galaxy;2016;21500;Semi-Auto;10937;Diesel;145;52.3;2.0;ford
 S-MAX;2017;16000;Manual;25962;Diesel;125;56.5;2.0;ford
 EcoSport;2018;14498;Manual;11922;Petrol;145;54.3;1.0;ford
 Kuga;2017;17000;Manual;15555;Diesel;145;54.3;2.0;ford
 EcoSport;2019;13475;Manual;7669;Diesel;145;67.3;1.5;ford
 S-MAX;2016;15880;Automatic;46200;Diesel;145;52.3;2.0;ford
 Edge;2016;18995;Semi-Auto;15727;Diesel;160;48.7;2.0;ford
 Kuga;2018;15750;Manual;19254;Diesel;150;60.1;2.0;ford
 Focus;2019;16030;Manual;10111;Diesel;145;74.3;1.5;ford
 Grand Tourneo Connect;2020;20850;Manual;601;Diesel;145;61.4;1.5;ford
 Fiesta;2017;8498;Manual;28637;Diesel;0;78.5;1.5;ford
 Kuga;2019;21500;Manual;5071;Diesel;145;39.2;2.0;ford
 Ka+;2018;10250;Manual;4730;Petrol;145;43.5;1.2;ford
 Kuga;2018;13998;Manual;30448;Diesel;145;64.2;1.5;ford
 Kuga;2015;12000;Automatic;40017;Diesel;150;52.3;2.0;ford
 Fiesta;2015;6298;Manual;60813;Petrol;0;65.7;1.0;ford
 Fiesta;2018;12350;Manual;23800;Diesel;145;58.9;1.5;ford
 Fiesta;2011;4150;Manual;73790;Petrol;125;50.4;1.2;ford
 Fiesta;2019;13950;Manual;6700;Petrol;145;58.9;1.0;ford
 EcoSport;2017;9991;Manual;19031;Petrol;150;52.3;1.0;ford
 Kuga;2016;15890;Automatic;10644;Diesel;145;52.3;2.0;ford
 Focus;2016;10660;Manual;18560;Diesel;0;74.3;1.5;ford
 Focus;2015;10490;Manual;10974;Petrol;20;61.4;1.0;ford
 Kuga;2017;16798;Manual;13804;Diesel;125;60.1;2.0;ford
 Fiesta;2017;9998;Semi-Auto;28363;Petrol;0;57.7;1.0;ford
 Fiesta;2018;10995;Manual;6890;Petrol;145;65.7;1.0;ford
 Focus;2018;12690;Semi-Auto;15637;Petrol;145;51.4;1.0;ford
 Fiesta;2019;14495;Manual;1100;Petrol;145;58.9;1.0;ford
 Focus;2018;17298;Manual;3124;Petrol;145;60.1;1.0;ford
 Focus;2015;6645;Manual;72000;Diesel;0;74.3;1.5;ford
 Focus;2017;11699;Manual;13211;Petrol;145;57.7;1.0;ford
 S-MAX;2018;18030;Manual;16583;Diesel;145;56.5;2.0;ford
 Fiesta;2016;9990;Manual;23730;Petrol;20;62.8;1.0;ford
 Fiesta;2015;8499;Manual;9264;Petrol;0;65.7;1.0;ford
 Fiesta;2017;10999;Manual;8146;Petrol;145;65.7;1.0;ford
 Focus;2018;12999;Semi-Auto;13860;Petrol;145;51.4;1.0;ford
 Focus;2016;14995;Manual;25773;Diesel;20;67.3;2.0;ford
 Fiesta;2013;5725;Manual;75100;Petrol;0;65.7;1.0;ford
 Fiesta;2016;7160;Manual;40065;Diesel;0;88.3;1.5;ford
 Focus;2017;16370;Manual;9717;Petrol;145;41.5;2.0;ford
 S-MAX;2017;18998;Manual;20397;Diesel;125;52.3;2.0;ford
 KA;2014;3334;Manual;31935;Petrol;30;57.7;1.2;ford
 Fiesta;2018;11799;Manual;15119;Petrol;145;60.1;1.0;ford
 Focus;2015;7475;Manual;50000;Petrol;20;61.4;1.0;ford
 Focus;2018;18998;Manual;11578;Diesel;150;67.3;2.0;ford
 Fiesta;2015;5995;Manual;63305;Petrol;125;54.3;1.2;ford
 Focus;2019;14791;Manual;12125;Petrol;145;60.1;1.0;ford
 C-MAX;2017;13495;Manual;7256;Petrol;30;55.4;1.0;ford
 Fiesta;2019;13299;Manual;5139;Petrol;145;56.5;1.0;ford
 EcoSport;2019;17195;Manual;3097;Petrol;145;51.4;1.0;ford
 Fiesta;2016;8919;Manual;10010;Petrol;125;54.3;1.2;ford
 C-MAX;2009;4490;Manual;58000;Petrol;235;39.8;1.8;ford
 B-MAX;2018;9900;Manual;9621;Diesel;145;74.3;1.5;ford
 Kuga;2015;11108;Manual;41943;Diesel;125;60.1;2.0;ford
 Kuga;2016;15499;Manual;7588;Diesel;125;60.1;2.0;ford
 Fiesta;2018;10495;Manual;31658;Petrol;145;65.7;1.0;ford
 EcoSport;2019;14995;Manual;7800;Petrol;145;53.3;1.0;ford
 Fiesta;2018;13695;Manual;10856;Petrol;145;58.9;1.0;ford
 Kuga;2015;13650;Manual;38500;Diesel;145;54.3;2.0;ford
 Fiesta;2018;12500;Manual;13961;Petrol;145;65.7;1.0;ford
 Focus;2011;6750;Manual;48000;Petrol;145;47.1;1.6;ford
 B-MAX;2015;7698;Manual;9708;Diesel;20;70.6;1.6;ford
